array61	array64	array69	array70	array71	array12	array13	array14	array15	array17	array112	array116	array117	array118	array119	array1	array2	array3	array4	array5
8.063235731192133	7.8155500157747975	8.289685031663394	7.097295541486663	8.134291864101106	8.290941959595317	7.996147500611434	8.09560460052018	8.680376468882853	8.10384959814037	11.209630156431205	10.74893305385335	10.604980014674847	11.199677427438147	10.707836354136218	8.29810253964788	8.387328578985423	8.954996774429102	7.941750705642798	9.28359667239633
7.0994881714259295	6.686569320869761	7.075063115947502	6.708495287853171	7.169950523249378	7.5553650792612626	6.810565108178095	7.122958587166988	6.982782334981043	7.018465263510422	6.612919928303462	7.393560290566747	7.2517773554223135	7.116633835998517	7.092922400000097	6.997387742317317	7.170546863107639	7.769554530632983	6.4122949347431435	7.626876075370904
11.42490848761081	11.408527769838281	11.62795929271387	11.218588371840756	11.695905313850272	10.56543710947999	10.280051004917187	10.463248697705648	10.83427167033229	10.652732493902192	10.520574952672414	10.736461519224266	9.978670455487343	10.608598615611438	10.686912757356112	9.8689911992905	10.455903013305191	10.09549320543028	9.922023861587519	10.572583961568482
8.58758253227885	8.304011724472458	8.275058461328669	7.980516544209704	8.561136298321777	5.99650670319744	5.9730888775290305	6.5285685413409045	6.26582326342488	6.639634769999453	6.622460046302497	6.0035951420490665	5.601702575676468	5.988621162782394	5.835424595401947	4.026181274094415	3.8395143811555976	5.1272151050852575	4.818100999180923	4.449266648888633
4.338773395347264	2.620804876599178	3.784561712681104	3.954527851819928	3.463328607227456	4.658112087037582	4.537693774132657	4.147134604067956	5.048812550075608	3.4246305543865447	3.592137205286064	3.024702878600653	4.367787060609435	3.354832098656674	3.0491909334041765	4.49710841908956	4.858315962869683	4.111221393609008	4.995444051746753	4.547248263024758
7.8021228955894735	6.996120408454386	7.050355791042983	6.784500206623053	7.21626465882738	7.280358014370698	7.8599490689610985	7.704062727369567	7.732572634062329	7.995465364023965	8.057386748681216	7.3962438163399025	7.687080750129199	7.363244121632828	7.353821514245446	7.573213551579718	7.410794940218692	7.7958523913271405	6.931359008345225	8.219905273249562
6.873372924582233	6.712645637566722	7.302217523388624	7.302809986037143	7.356280757825153	7.989016337861322	7.265065184194651	7.228438951250783	7.506289131781094	7.213197587382276	7.7988809032555215	7.7752613281933876	6.732050385605861	7.593377805886171	7.350184477530865	7.673766981174327	7.375948681405987	7.573607540977934	7.479533146403047	7.978625325151608
2.1741201061487514	2.575118989921132	3.092955828861358	2.328902716551398	2.0698414542369683	2.433791859969575	2.268717361785774	1.7426702770868268	1.6161519746814228	2.2523341071094807	2.7181427812899597	1.3437898544718063	2.0148133959566423	2.868543786304304	2.179414466477889	2.124451947673299	2.6352042798574793	2.505919649312668	1.1445639281373734	2.604127309658859
8.294716990956081	7.354705239876253	8.024504147329269	7.618157908836485	7.9491837254476945	5.688914980020674	5.236053288051422	5.347110307793453	6.03564793046359	5.716643312416691	6.427078964473585	6.2095053217495675	5.894362732867914	6.496724751076588	6.109452081117664	5.299519026761852	5.608664309098259	5.358885491295186	4.096375956126726	5.203668356238744
4.960003417662252	4.154614238477726	4.580816942963738	4.989571425479033	5.541606292350621	5.323154007720878	5.619054648040984	5.950891716163117	5.4104960255139405	6.015141589374693	6.390409761182395	5.765769689348079	5.028150155962587	5.256110218583988	4.747630992060005	6.169799020590885	6.191667636664077	6.3094666456497395	5.002631928083755	6.14528367175242
2.785929702003921	2.812507914608515	2.4697748644367525	3.4617531748349855	2.10655193129158	2.953874828722203	2.614030685916864	3.431233630346234	2.804605432634291	1.8232242336574778	3.097607609013515	2.9720205561762367	3.1334671761721915	2.4180520826311533	2.392908909519997	3.256322469653907	1.9288400545070026	2.721380288203298	2.203508471418098	3.352753635636826
11.627223481842531	11.341765274306633	11.87264374043496	11.557130474236777	11.947193174629819	12.01261087076133	11.275987165865269	11.535082024658019	12.021946002122531	11.890230399623858	12.341911328948983	11.895154268086792	11.153222592122258	11.64470379517177	11.887565716741761	11.94613080673808	11.668423673977786	11.989897352455959	11.428527807773829	12.250885241519669
7.605909724103601	7.713335856907359	7.636621004432567	7.654928327433614	7.983329466359478	8.24563494242658	8.163804413293256	8.346958981152126	8.418487933217996	8.786974616196147	8.734348551094568	8.616542718840046	7.960554892150799	8.647305938421045	8.13989914473781	8.711944909258426	8.680410342736685	8.413584277352209	7.699032459121169	8.879262418964396
5.7969721940292755	5.360462860559699	5.998704819566236	4.671648813739085	5.38550303757037	1.3262535929165453	2.0940979266361417	1.2181004378462736	2.368711984806206	2.3596893346312875	2.223716213614271	1.9936704940118126	2.2792521916294635	2.6501146715338812	1.376862067878616	2.264794321709906	1.8818142233009638	1.4844137760188767	2.0251397633289367	1.6436415904287984
10.069713169057804	9.819382844525117	9.939160255467229	9.553677968697317	10.152292809207905	10.626649391419502	10.08277984084669	10.265386144736125	10.991022200084322	10.436786361115244	10.632929411969702	10.333336917018313	10.40873075517801	10.146682332174661	10.322976424277796	10.29746235588736	10.438501640913652	10.84226779837786	9.743226278758778	10.555013873370637
5.903590189284814	6.176321031928465	6.19451914771978	4.9449533875203064	6.9672198414245825	6.090189586569245	5.972941752731152	6.755045555723403	6.854469409707696	6.32554670168645	6.225804144418978	6.18478901393332	6.043537559667603	5.647177899676849	6.306970790974991	6.421763590513405	6.144613737115595	7.1270592199617715	5.206704059689556	6.6769069249588835
1.9657742722183043	2.335651261621603	2.8847808253908434	1.8564969776907843	2.8059820790751004	2.6530783416642807	2.5695894545856475	1.7611470024445115	2.3720084228877347	2.20755757055837	3.1289407396527915	2.6816182425733284	2.045949516239413	2.766298059380791	2.5096800014690848	3.394618686795683	3.6544504098935393	5.191990360869743	3.5904737672746476	3.965058570587825
7.014100745733852	6.266705481807696	6.925279248306317	6.732011911475722	7.064595955471475	6.657229088651329	7.07303711637297	6.566477550154792	7.062085850231898	6.9640234573264594	7.416812997346791	6.956096386657383	6.782108191133905	6.507008458709697	6.901157481455906	7.86045146903676	7.4871351162409	7.1210656850884035	6.675115477528389	7.004395297672923
5.937071186188996	5.289993783999005	5.437547478930567	4.633074378408446	6.268866725011386	5.87855090767388	5.501923138410114	5.854833858075589	5.893942326132872	6.50408242359921	6.030187049068015	6.739367642677354	6.294709307150056	5.832107939299782	6.155985185215118	6.10025585032784	6.0855302010886625	6.3234073881715345	5.191142854008702	6.319220983397598
6.740662824966996	5.886470508524436	6.744915503809784	5.934125715147528	7.063019348388468	7.040729145569239	6.258947432138536	7.340807549424022	6.768680664365629	7.088701448060701	7.252514320408287	7.606168344103685	6.811117956334329	7.267869437631235	6.496814056701772	7.0348376588934505	7.62773804201039	7.4480481631162725	5.957151256226582	7.8071660551697555
4.912433981031858	2.022810686663673	3.5895409339820583	4.171224164840533	4.030230061117724	4.242494733117289	2.91355964081283	2.8924429589839185	3.0821006799720974	4.196539249667604	2.5535491454122523	2.7595639527163973	3.7536442205075415	4.967443467308343	3.3111211794733113	3.8445845157425875	3.0371372597207738	3.7371407572611535	3.9279033730338067	4.883717185620116
4.054039110724036	4.395074286573718	3.803625909940301	4.409191992462444	3.815626769383237	3.769852478600296	3.7351377476110956	4.27541771748807	4.488338186428216	4.743770966978502	5.141407176484033	4.19084195740123	3.700705595366683	4.095669665070194	3.5223719302905585	4.5443076885896705	4.16214539360975	4.755225285922107	4.704237021543875	4.841613580803727
7.916663482624951	7.438284228139017	7.4922494282860885	7.581919835790306	8.313193285134076	8.769468778022114	7.7793311622471055	7.67157249540486	8.172913789142074	8.092692491962053	8.231312663789051	8.058913225555063	7.63574429122039	7.9892480822412555	8.247298248996744	8.32955825900798	7.73810627806359	8.4224750364061	7.90952780360921	8.733411509811093
4.497091971300693	3.1339797071066164	4.663543095430616	4.709303221938329	3.882292681172498	4.264381358571259	4.491968917710661	4.696396565696723	4.292253303495743	5.552353900669225	2.1136316809320372	2.168488655200897	1.9830733208497633	2.021091487944201	1.2582935867402798	4.548831179722482	5.027443341075043	4.82926148210911	4.3966219189827	5.604530744126221
5.588965749577893	5.240809000552553	5.757237833524138	5.017011825364691	6.083670546003119	6.253027366706514	5.345724316427878	5.669623979288566	5.8710651959868425	6.080565197084646	6.445292192898123	6.057017515656069	6.185652660933312	6.268599417125407	6.593647805876101	6.880383561805646	6.199157462390982	6.643668528640657	5.812143411376564	6.414650897020824
6.410053470494299	5.064832237788448	6.14957835758856	6.161898265778912	6.299840698211183	6.809686290787307	6.353432828986572	6.317482997973659	6.989618169166108	6.322662675552109	8.219502334488391	8.495784602298482	7.5174734195746735	8.327707766829798	8.16983517822944	6.999091019731889	6.8176227927203135	6.969612645591167	6.14268672322587	7.437725891885745
8.035396180814592	7.71918686917955	7.73815081495644	7.834718474142595	8.32332401975459	8.46595159624373	8.274189922570226	8.283649731673275	8.162736958095065	8.581934702616033	8.8041634686581	8.705273903579842	8.265000246294779	8.538408353039134	8.024334942177722	8.599151585222907	8.425857446108562	8.744501790834704	7.674088642372137	9.264222424698293
9.317544181174764	8.960577797748536	9.039828891627815	8.448726877658604	8.98672866237367	9.624277650935294	8.89874266560244	9.15289724915824	9.723162292752862	9.8484798395454	9.21765878496199	9.4078403294654	8.98650359103594	9.908495367649742	9.617237460930934	8.756882666707034	9.602800873405922	9.349896935786955	8.499293154630255	9.932725649779716
5.787712507067635	6.392109106616301	6.147545210616323	5.887958209251457	6.461242103723929	6.905595150301806	6.075199498805704	7.252784796423471	7.4823413349011165	6.194282052524296	7.415083764051677	6.486009391709045	5.886679273402617	5.923948444061478	6.6125657869088155	7.367044605390067	6.532297103924219	6.162652894693639	6.721204819108156	7.044527057324048
2.6216405012550292	3.8498212622436028	4.442164404485341	4.068549693164465	4.48345217936055	4.968751313792888	4.461170066857426	4.04826698426467	4.402685655692796	4.3276332498308525	5.014770339314939	3.8232980571135124	4.608201237833497	3.874374112985512	4.540868083660252	5.026758971236225	4.382163003735776	4.452852934606014	4.566201477366614	5.135727688145167
6.870255868654807	6.770578659264004	7.479660805009109	6.9337682182879155	7.234504635453695	7.526153600731904	7.3842857934671144	7.029606028212184	7.288790200631072	7.36272435181463	7.634260730919501	7.7187902102219494	6.4913658529953056	7.061058782955909	6.794361291098706	7.4165996440432105	6.943714033995867	7.473520114970002	6.90941658670388	8.089984729402408
6.341128641997214	5.810279855441185	6.4992479536713414	6.5814421219042725	6.230506799266837	6.275570877691789	6.472997713425465	6.105881540408518	6.126377016580782	6.663041963786751	6.89292481638095	6.669885525085126	6.097051783094526	6.147894382772673	6.0295318930347195	5.828480037460113	5.262438780153543	7.403158923908971	5.658230077008618	6.4521992493443445
6.299112298730606	4.333727545030063	6.675721117923566	5.255340393422976	6.147101235568666	6.253779345727413	5.982730348431945	6.570768729667496	6.796361568224736	7.053658346694253	6.837979350613919	6.470739584819489	6.395183128092543	6.465411394739216	6.93899793649162	6.246925752052158	6.090944143927733	7.046551359671766	5.955977210388749	7.1323327205120375
3.549006248509617	3.068893729969102	3.833281830278777	3.1944890925705467	2.4920538285726277	4.1454617764519375	3.3672286526414124	3.938847607195458	2.475664597808088	3.6154803101718676	3.6003860775137393	3.7175236414301893	3.7080959716126443	4.473827442555784	4.8215076022083885	4.0777478106024425	4.048839129110535	4.318099186946309	3.0498657322012614	4.024805535748646
5.697527168255511	3.882005872214995	5.25735695928005	3.4991091955067053	4.014442313751109	2.516230614073015	4.398402656646812	1.645647406727928	3.1827702308352226	3.978723489759071	5.835786762130526	5.589951575991397	4.487131883974497	5.961907583314711	5.002461130661198	7.255649450952205	7.217788825167386	8.016531691003042	6.5280768693608735	7.158012222825675
8.110659635799147	6.864514596309531	7.457995778930268	7.080575819730869	7.515410605342677	8.553718826320418	7.649967996455686	8.211772786878447	8.267161572559925	7.922303514725328	8.391648149475666	8.422883365199528	7.597431777110176	8.28381027061581	8.10995519600435	8.006597492746723	7.948626870980122	8.237331725783667	7.327314434546767	8.784623505697533
6.885302068643152	6.735933565114007	6.523151358223964	5.99132936511434	6.656311955834627	4.717929433366204	4.024759567834821	3.5779541059950364	4.138674355848828	4.365873905806053	7.311879976958968	7.265319079912303	6.810610984771895	7.228437840523017	7.009197219429758	7.568659459734935	7.220787124023138	6.8819421675141665	6.508286894314169	7.262079547067304
1.3337083953091555	1.4457713745529976	0.9255501490684108	1.7157981516762986	2.5410850086592216	3.5819683731163257	3.044315688971261	3.0739773010635676	2.384941164529102	2.2658673862437153	2.3235282814006597	3.3495273412796496	2.5513354361480434	3.899874063267522	3.2721584017265473	3.9967017021395606	2.8440858764008032	2.903787463144935	1.7099729627096498	3.7274653503190267
8.025370950792626	7.7775874703684424	7.612511564181062	6.68671124166908	8.128943658591414	7.821182840906631	7.8643158006753975	8.041333480984903	7.774215609517056	7.816128806692179	7.956028608793647	8.283738822319782	7.8225098548329	8.176237935051924	7.671327136562553	7.9032086431367	8.044840706299144	8.092254679364641	7.6266984857669415	8.953575708607458
2.1013333529627096	1.7287483006084798	2.9706059259187034	2.5320445971595675	2.7311956502724573	3.0857011091104183	1.9349853739330107	2.8520521463252813	2.231096578317348	2.335567262314117	2.47664818477498	1.698018516568785	2.369614238495979	3.955522601082417	3.3316690002182727	4.130174674664395	3.788155277827476	2.9354645400573873	2.7043151945347206	3.51971579881189
3.321681602928532	4.360311480846982	3.9646393948190215	2.8316744720698037	3.148430547517429	4.28900747881401	4.520432019850748	3.802089511321949	3.574491136292618	4.753726041114032	4.1169800808125885	4.495836372630235	4.0662729394026975	3.2599373417337305	3.7737027512428925	4.611805465132631	3.7458609310017956	4.61710834985862	3.727069667605199	4.970424746769313
7.356543133218262	8.039908983176828	8.196768512506434	7.607883759949084	8.321393515619961	8.81597188277511	8.325808273999973	8.347032224655562	8.97800902414132	8.67330970168964	8.71552210311609	8.602140996014533	8.242138317156884	8.44647228345522	8.585516278612902	8.359679258492923	8.58087509446668	9.026981979781688	8.310063458181029	9.357248027248474
4.926723377185821	4.196404704279996	4.013182218685793	3.157458505706645	3.7058829480299615	3.6592210454108725	4.236210894256058	3.6043297510109196	3.879498254236023	4.3053369443643215	3.943636038543133	4.854020523350511	4.3957252788428764	3.896738627923416	4.240534414206576	5.154662463613327	5.243332765934696	5.475774981510133	4.242594102147409	4.714486894035537
8.789649839392537	7.957128381563128	8.356641201112064	7.731873845527265	8.733245897672452	9.139073475167207	8.390842956341501	8.616388003224044	8.826100090734412	8.908437667565533	9.302501121480597	8.737269906201371	8.261399467363761	8.915476011537791	8.493092250521755	8.934416692612059	8.691728186978295	8.894694747530226	8.210264669240274	8.960841927603065
7.42690791537559	7.106722004814652	7.934302934948408	7.255840148284846	7.760514374837165	7.775894659707848	7.801222467996651	7.185636687122087	8.05501690409144	7.990762962683659	8.590950625075733	7.935455899689728	7.953634963117418	7.715014839486334	8.376088366143748	8.107503792495418	7.513066532952613	7.865351676220156	7.171114011820053	8.270499088511116
3.344016868735924	3.403068485451886	2.551338704364104	2.348102444433102	2.989560318569896	3.7518812247399613	3.4737266672241667	3.913724796933336	4.020207282884924	3.835031659217154	3.758180793166743	3.9085788535311914	3.4452427215575567	3.216692966000947	3.9207104218076463	4.489593113174883	3.7149544322631702	5.0087681394933945	1.9568828622222798	3.789928442939927
8.072412310796276	7.00698969506361	7.286867782778834	7.806839335913457	7.4945987537898935	7.781847388136026	7.136661932956591	7.135924659318189	8.414745950028232	7.65098983673983	8.314429724559009	8.089321721536791	7.359762070706899	7.902802215231355	7.5388543530894925	8.04873231726067	7.683616824430613	7.7132180738439	7.326977944809602	8.01593108791106
12.702298817024335	12.287810723643451	12.845532694391387	12.38657243200023	12.812477703136233	13.348195893158803	12.734043408606867	12.7078842275302	13.213536596503936	13.254926093315245	13.449001324708444	13.242537427189724	12.862711490365085	12.671846558805427	12.839681305507332	12.945174738110035	12.539840506052117	13.280862580684525	12.429375176635302	13.574812992928432
5.8632253984513785	5.663139680762792	5.8288778818221365	5.758504823726417	6.215062668176013	6.130473856491397	6.105075900718285	6.201378066227206	6.053866033572267	6.097380085503509	6.457133098295342	6.802944681449642	6.1309855768655614	6.315884386928303	6.210916943919132	6.724534226146721	6.830655068586219	6.858368862199554	5.3129731088990955	7.019028579303418
11.365947076882627	10.87069801576062	11.385934927715645	10.7385182857475	11.876744799481084	12.043730017775733	11.628240326415042	11.72943047821455	11.385107953098839	12.201067179925165	12.009997893464243	11.994465871326984	11.330981441314554	11.847195205135764	11.595909565053926	12.290832240028532	11.95225246147611	11.798528259399445	11.22846195006973	12.287290054148976
7.3235291261830735	7.717320446407748	8.338089819379697	8.383999685066879	7.880783236607279	8.389539510799857	7.972594941474441	8.025884754009665	8.469984461772434	8.158974855672659	8.532756694917357	8.143742752031587	8.192321963575028	8.856365140594415	8.103758748713808	9.206044102950258	9.234156273879789	9.276265166279034	8.576472898976386	10.014732508262398
7.990477646305804	8.202390785570213	8.59954861907203	8.352847131982493	8.349026918429772	8.919583178366896	8.750779658029934	8.34873871250921	8.91425077274421	8.812044787097921	8.53867877437422	8.631251850443414	7.974204695908128	8.949517106246843	9.066577769699316	8.771484908353022	9.308079061844214	9.218609055785558	8.213135905033319	8.86956465456171
2.8094745316702996	2.838159516922349	3.287732383102984	2.329419020369024	2.42251360991496	3.5196456799612528	2.7426411738165832	2.475493910035287	4.009515092959771	2.5790480301338423	3.6649775543953034	3.6486452395710107	2.9844702654416535	3.259170579866814	1.0777044404928693	7.996297569889588	7.736546382154233	7.92898855314803	7.120080395449785	8.423129973353534
8.396252616701982	8.411951578063816	8.590572008062157	7.961235060276506	8.28741567078997	9.07583638248018	8.718099787274852	8.804092021535185	8.852074965284125	8.731331365618496	9.023832127199526	8.353888630757652	8.660982214232446	8.854991173706466	8.163747587520861	8.85818407179766	8.941783993058534	9.32436355896453	7.8677115948296725	9.360050317067047
9.317543124818775	9.094879156487732	9.386742344971799	8.854846785620248	9.677576461645067	9.982362786750734	8.989866899491222	9.899745141455126	9.422550597388055	10.128450742758499	9.80110920339181	9.926533733410004	9.756024652260566	9.401592544076234	9.67978601921531	8.835192365275004	9.84415788621448	9.97218289545568	8.435353397199064	9.926350441437092
7.382730439939482	6.341849903982838	7.119803721529703	6.193035299923178	7.233522496117868	7.844533614132942	7.13840855360583	7.7328060453964165	7.515746325587292	7.816544253923403	8.355185626488606	7.41184420594363	6.872151450638004	7.079904435729969	7.188720769626066	7.119980544814569	7.476649510644964	7.9941067193670055	7.409494971827538	7.858560627784991
6.801274808072413	6.312179674233549	6.1277121521482725	6.697387837674631	7.542024126650511	7.201802284204994	6.450759704730874	6.104598309514364	7.8156809291387805	7.273638351060701	9.546735034145634	9.21417704483005	9.196559230899185	9.126773123321126	9.36646604580292	6.467290451580547	7.002818918926201	7.195308759384369	6.200241911735819	7.098762639045017
8.24824166097025	7.856372422715351	8.816738502679174	7.033610625157735	8.169745196303166	8.21183165879506	8.442520274759822	8.841366437749292	8.625956614361531	7.984305080961421	8.140207317048109	8.511232227698342	7.712063265844069	8.321675268429868	7.60164665809846	8.883625937475179	8.668930064515665	8.288278596556415	7.906943257625223	8.5559742303638
1.6609519404396909	1.755630007962429	2.006345548031423	1.02663978669181	2.1065117753546563	2.2276847603786285	2.0884563931246567	2.9667282945789575	1.6144929635954455	0.7767383313361953	1.7312823826155093	1.226928273210552	0.6107078130110648	1.9030977998198415	2.01992841104622	2.5903340672254456	1.6802118213401478	2.007826839944174	1.6708294749067019	2.206179213530089
4.712761404325831	4.14656779070766	4.053656785593777	4.2603550221415265	5.17070982944953	4.93378813179599	4.240430095997176	4.53001545328709	5.47580671894518	4.983634984658752	4.842226822756048	5.073012010840945	5.231202461039504	4.931220477769308	4.88377015499073	5.075384002957488	5.593377799733622	5.567721495048282	3.618364890684508	5.633849560168733
2.3605523609172154	1.67423147218692	2.214691999878383	2.1690717106932063	2.9468241803632247	1.732221936812218	1.9229164044594873	1.616628078893677	2.2941319032954675	3.8443713566298734	1.5854281240273276	2.2904693603104267	3.58506908843975	3.5629959241729487	2.2851231836306845	2.503806792389898	3.395414860821984	2.6454146872005158	2.4372215409662474	3.036350436317821
7.305265757190763	7.264524184445529	7.508186528568304	7.314834137923085	6.971203679694119	8.314806748902285	7.468695852982028	7.6371021551386695	8.0690257404521	7.94130042534816	8.117397662243713	7.895684340133345	6.938055664733785	7.465573916396783	7.682025890363967	7.29176250316023	7.218194836680533	8.263812266564454	7.5565021544869095	8.077081884035701
8.973871066067144	8.059635911284335	8.633854982422385	8.504518984261667	8.774405569844767	9.359677162318368	8.583878809973237	9.005653207355374	8.697478606627197	9.526648934124914	8.911458180589024	9.39084589672842	8.960960864588007	9.051079763134208	8.82888781415411	9.311315459017814	8.682388559918001	9.557401606906193	8.793107113553765	9.20129951285589
7.817988864294048	6.960973316743715	7.672918427652889	7.636076561539409	7.32052634446804	7.990797574939822	6.6914354651078884	7.843836784657851	7.638469892511091	6.946218307243311	7.585967468081139	7.9433630017687955	7.285084931616804	7.85647535554477	7.905687167456765	7.817367597548776	7.790952610539226	7.997659021973173	6.928634179093322	8.042827819790594
2.4006909888089876	2.327036402985624	1.5816368777239251	1.8258789234589852	1.720112592916251	3.0857772942924586	2.4277419748431033	0.9237250914435043	2.67706451144094	0.8826144609842322	2.8731147656320544	2.972795294992099	2.4939935998969665	1.143547826817843	2.499052253114778	1.9904761269429474	2.9060620350755784	2.1291604483373363	3.393075758476404	3.21186040749629
7.757760735825738	7.958824873455953	7.5456947897273485	7.259653737013024	7.438967992625674	8.559914960665516	8.409562443192028	7.88521196752906	8.153355511314876	8.206910654824789	8.739439460646173	8.134017107367773	7.639398589391391	7.521234696573819	8.326144592767587	8.429055402747052	8.128848765690497	8.542365254950223	7.6858275486092476	8.366564028323626
8.37650471727687	8.582456356478893	8.10646285786072	7.84531691364767	8.670306876283735	7.809001165456015	7.7784072150552745	7.6116276363047355	7.820150732113092	7.609909843472304	9.34312202471837	8.08567728426517	8.433140772980003	8.563638547615394	8.534142987650027	10.117512466843515	9.880844630138593	10.494894711028946	9.817114949754933	10.423268287918132
